#E_pot E_kin E_opt Temperature
258.741 389.748 333.243 778.926
259.954 389.146 333.744 777.723
257.395 392.134 334.244 783.696
259.611 390.479 334.744 780.387
261.969 388.566 335.245 776.564
261.775 389.311 335.745 778.054
260.246 391.261 336.246 781.95
261.19 390.867 336.746 781.163
261.504 391.034 337.246 781.497
265.383 387.815 337.747 775.063
265.149 388.528 338.247 776.489
264.31 389.805 338.747 779.04
267 387.607 339.248 774.649
267.757 387.394 339.748 774.221
266.41 389.286 340.249 778.003
268.789 387.443 340.749 774.321
270.946 385.868 341.249 771.172
271.075 386.226 341.75 771.887
269.035 388.843 342.25 777.117
267.466 390.917 342.75 781.263
269.841 389.084 343.251 777.6
272.179 387.275 343.751 773.984
272.422 387.506 344.251 774.446
271.54 388.896 344.752 777.224
272.943 388.038 345.252 775.508
270.726 390.797 345.753 781.023
272.409 389.628 346.253 778.688
273.161 389.342 346.753 778.116
275.68 387.364 347.254 774.162
273.042 390.512 347.754 780.454
274.524 389.55 348.254 778.532
275.428 389.109 348.755 777.65
273.712 391.345 349.255 782.118
272.072 393.467 349.755 786.358
273.643 392.421 350.256 784.269
274.221 392.426 350.756 784.279
274.311 392.841 351.257 785.109
275.164 392.523 351.757 784.473
273.581 394.514 352.257 788.452
274.34 394.298 352.758 788.021
277.075 392.104 353.258 783.636
277.608 392.076 353.758 783.58
277.181 393.016 354.259 785.458
278.415 392.281 354.759 783.989
278.843 392.462 355.259 784.351
277.417 394.338 355.76 788.101
281.032 391.247 356.26 781.923
283.58 389.203 356.761 777.838
284.611 388.801 357.261 777.035
285.81 388.169 357.761 775.771
286.804 387.721 358.262 774.876
284.598 390.368 358.762 780.165
285.189 390.3 359.262 780.03
285.54 390.432 359.763 780.294
286.332 390.231 360.263 779.892
287.924 389.16 360.763 777.752
286.706 390.852 361.264 781.133
284.851 393.156 361.764 785.738
285.676 392.814 362.265 785.054
285.434 393.6 362.765 786.625
285.91 393.65 363.265 786.725
290.358 389.735 363.766 778.901
289.336 391.254 364.266 781.937
287.809 393.229 364.766 785.884
289.706 391.849 365.267 783.126
291.842 390.234 365.767 779.898
292.396 390.221 366.268 779.872
288.818 394.311 366.768 788.046
292.812 390.861 367.268 781.152
293.124 391.044 367.769 781.517
294.469 390.245 368.269 779.919
296.344 388.94 368.769 777.311
296.907 388.765 369.27 776.963
296.362 389.897 369.77 779.225
295.597 391.224 370.27 781.876
294.771 392.551 370.771 784.529
297.611 390.291 371.271 780.012
301.789 386.67 371.772 772.775
301.6 387.391 372.272 774.216
302.698 386.871 372.772 773.177
298.478 391.524 373.273 782.477
298.649 391.781 373.773 782.99
301.33 389.644 374.273 778.719
299.175 392.313 374.774 784.053
301.418 390.61 375.274 780.649
304.156 388.499 375.774 776.431
305.885 387.32 376.275 774.074
307.116 386.621 376.775 772.677
309.368 384.885 377.276 769.208
307.65 387.046 377.776 773.527
306.986 388.214 378.276 775.861
304.734 390.956 378.777 781.34
305.764 390.449 379.277 780.328
304.799 391.99 379.777 783.408
303.631 393.583 380.278 786.591
306.439 391.409 380.778 782.246
305.59 392.696 381.278 784.818
304.075 394.801 381.779 789.025
306.832 392.643 382.279 784.712
308.127 391.827 382.78 783.081
310.146 390.271 383.28 779.971
309.191 391.715 383.78 782.859
311.241 390.244 384.281 779.917
313.188 388.832 384.781 777.096
312.291 390.245 385.281 779.92
306.748 396.294 385.782 792.009
310.321 393.266 386.282 785.958
313.084 391.039 386.782 781.508
312.563 392.015 387.283 783.458
312.206 392.949 387.783 785.323
308.998 396.634 388.284 792.689
309.561 396.646 388.784 792.712
310.04 396.568 389.284 792.557
313.61 393.479 389.785 786.384
312.395 395.191 390.285 789.805
314.852 393.293 390.785 786.011
316.541 392.108 391.286 783.642
316.627 392.594 391.786 784.614
317.193 392.582 392.287 784.59
316.163 394.108 392.787 787.641
316.139 394.617 393.287 788.658
317.632 393.733 393.788 786.891
318.008 393.849 394.288 787.123
320.125 392.233 394.788 783.892
316.036 396.812 395.289 793.044
316.399 397.012 395.789 793.445
317.555 396.373 396.289 792.167
314.803 399.631 396.79 798.678
316.33 398.739 397.29 796.895
319.18 396.402 397.791 792.225
318.283 397.823 398.291 795.064
319.641 396.956 398.791 793.333
321.873 395.241 399.292 789.904
323.049 394.609 399.792 788.642
325.375 392.819 400.292 785.063
325.202 393.61 400.793 786.645
326.124 393.077 401.293 785.58
324.79 394.862 401.793 789.148
324.054 396.071 402.294 791.563
322.449 398.24 402.794 795.897
323.612 397.52 403.295 794.459
323.23 398.405 403.795 796.228
327.455 394.775 404.295 788.972
328.522 394.141 404.796 787.707
328.109 395.068 405.296 789.559
328.984 394.676 405.796 788.776
330.647 393.524 406.297 786.474
331.7 392.942 406.797 785.31
333.259 391.893 407.297 783.214
334.761 390.913 407.798 781.255
333.61 392.606 408.298 784.639
335.541 391.17 408.799 781.769
335.593 391.751 409.299 782.93
336.799 391.182 409.799 781.793
332.526 395.813 410.3 791.049
335.627 393.32 410.8 786.066
335.388 394.094 411.3 787.612
337.787 392.339 411.801 784.104
338.807 391.789 412.301 783.005
339.85 391.355 412.802 782.139
340.092 391.537 413.302 782.503
341.874 390.249 413.802 779.929
344.471 388.183 414.303 775.799
341.874 391.393 414.803 782.214
344.307 389.55 415.303 778.531
345.412 389.02 415.804 777.471
343.923 390.874 416.304 781.177
344.344 390.867 416.804 781.162
342.559 393.069 417.305 785.565
347.307 388.917 417.805 777.267
347.405 389.384 418.306 778.199
346.527 390.81 418.806 781.05
345.975 391.909 419.306 783.245
347.123 391.287 419.807 782.002
346.54 392.328 420.307 784.082
348.459 391.121 420.807 781.67
